380.860751,104.62659648000002
380.917904,104.71409782
380.974404,104.65159686
381.029399,104.62659647999999
381.086034,104.464094
381.143811,104.38909286000003
381.208194,104.31409172000001
381.271404,104.40159306000001
381.334767,104.57659572
381.398339,104.57659572
381.462152,104.43909362000002
381.525649,104.37659266
381.588992,104.40159304000001
381.652422,104.17658962
381.713095,104.31409172000001
381.769832,104.72659802000001
381.833011,106.00161748000001
381.898633,107.75164418000001
381.953569,110.17668117999999
382.008395,112.08921036
382.063627,114.01423972
382.121983,115.05175554
382.185624,116.16427252000001
382.248918,117.02678568000002
382.312755,118.31430532000002
382.376145,119.95183032
382.439663,121.68935684
382.502904,123.339382
382.566148,125.12690927999999
382.629569,127.03943846
382.692752,128.7269642
382.755993,130.57699241999998
382.819206,132.02701456
382.88429,133.13953153999998
382.941967,134.21454795999998
382.998215,135.2520638
383.053216,136.2145785
383.114659,137.1520928
383.172117,138.06460671999997
383.236467,139.08962236000002
383.299948,139.85213399999998
383.36358,140.58964524
383.427056,141.33965668
383.490512,142.16466926
383.553793,142.86467994
383.617048,143.38968794000002
383.671775,144.1271992
383.73517,144.51470512
383.798361,145.08971390000002
383.861603,145.50222018000002
383.927765,146.1397299
383.985504,146.25223162
384.041463,146.8147402
384.097907,147.0772442
384.155861,147.28974746
384.219563,147.62725261999998
384.283085,148.21476158000002
384.346482,148.48976577999997
384.409816,148.93977264
384.47316,149.47728084
384.536707,149.55228198
384.600299,149.70228428
384.663752,149.83978638
384.726987,149.93978792000001
384.790348,149.98978868
384.85598,150.03978944
384.910957,150.2272923
384.977487,150.62729839999997
385.034412,150.53979706
385.092156,150.46479591999997
385.152791,150.51479668000002
385.215904,150.45229572
385.27912,150.2147921
385.342548,150.37729458
385.405963,150.35229420000002
385.469521,150.36479440000002
385.53295,149.814786
385.596369,149.45228046
385.659762,149.02727398
385.724493,148.71476919999998
385.779564,148.20226137999998
385.834498,148.11476005999998
385.889675,147.65225299999997
385.944618,147.12724498
385.999755,146.55223619999998
386.054769,146.31473258
386.121494,145.77722438
386.188324,145.65222248
386.251739,145.41471886000002
386.315434,144.98971238000001
386.378821,144.80220952
386.442419,144.6772076
386.506009,144.21470054000002
386.569565,143.78969406
386.635166,143.35218738
386.698714,142.32717173999998
386.762237,141.23965514
386.825619,140.11463798
386.89168,139.01462118
386.948016,137.97710536000002
387.005783,136.72708628
387.071513,135.72707102
387.130624,134.88955823999999
387.186411,134.21454794
387.249782,133.15203172000002
387.313301,132.62702370000002
387.376802,132.01451435999996
387.440122,131.28950329999998
387.503579,130.60199282
387.566813,130.26448768
